id, name,calories,protein, fat,carbs,vit_a,vit_d,vit_e,vit_b1,vit_b2,vit_c,salt
1892,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　ゆで,216.00,22.00,15.20,0.00,47.00,0.20,0.20,0.07,0.21,2.00,0.10
1893,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　焼き,220.00,26.30,13.90,0.00,25.00,0.40,0.20,0.14,0.24,2.00,0.20
1894,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　から揚げ,307.00,24.20,18.10,13.30,28.00,0.20,2.50,0.12,0.23,2.00,2.50
1895,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　生,113.00,19.00,5.00,0.00,16.00,0.20,0.60,0.12,0.19,3.00,0.20
1896,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　ゆで,141.00,25.10,5.20,0.00,14.00,0.00,0.30,0.12,0.18,2.00,0.10
1897,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　焼き,145.00,25.50,5.70,0.00,13.00,0.00,0.30,0.14,0.23,3.00,0.20
1898,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　から揚げ,249.00,25.40,11.40,12.70,17.00,0.20,2.20,0.15,0.25,2.00,2.70
1899,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　生,98.00,23.90,0.80,0.10,5.00,0.00,0.70,0.09,0.11,3.00,0.10
1900,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ゆで,121.00,29.60,1.00,0.00,4.00,0.00,0.10,0.09,0.13,2.00,0.10
1901,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　焼き,132.00,31.70,1.40,0.00,4.00,0.00,0.10,0.11,0.16,2.00,0.10
1902,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ソテー,186.00,36.10,5.40,0.10,8.00,0.00,1.80,0.10,0.18,4.00,0.20
1903,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　フライ,246.00,26.80,12.80,6.70,4.00,0.00,3.20,0.09,0.15,2.00,0.20
1904,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　天ぷら,192.00,25.70,7.40,6.20,5.00,0.00,2.30,0.09,0.16,3.00,0.20
1905,＜鳥肉類＞　にわとり　［二次品目］　ひき肉　生,171.00,17.50,12.00,0.00,37.00,0.10,0.90,0.09,0.17,1.00,0.10
1906,＜鳥肉類＞　にわとり　［二次品目］　ひき肉　焼き,235.00,27.50,14.80,0.00,47.00,0.20,1.30,0.14,0.26,1.00,0.20
1907,＜鳥肉類＞　にわとり　［副品目］　心臓　生,186.00,14.50,15.50,0.00,700.00,0.40,1.00,0.22,1.10,5.00,0.20
1908,＜鳥肉類＞　にわとり　［副品目］　肝臓　生,100.00,18.90,3.10,0.60,"14,000.00",0.20,0.40,0.38,1.80,20.00,0.20
1909,＜鳥肉類＞　にわとり　［副品目］　すなぎも　生,86.00,18.30,1.80,0.00,4.00,0.00,0.30,0.06,0.26,5.00,0.10
1910,＜鳥肉類＞　にわとり　［副品目］　皮　むね　生,466.00,9.40,48.10,0.00,120.00,0.30,0.40,0.02,0.05,1.00,0.10
1911,＜鳥肉類＞　にわとり　［副品目］　皮　もも　生,474.00,6.60,51.60,0.00,120.00,0.30,0.20,0.01,0.05,1.00,0.10
1912,＜鳥肉類＞　にわとり　［副品目］　なんこつ（胸肉）　生,54.00,12.50,0.40,0.40,1.00,0.00,0.00,0.03,0.03,3.00,1.00
1913,＜鳥肉類＞　にわとり　［その他］　焼き鳥缶詰,173.00,18.40,7.80,8.20,60.00,0.00,0.30,0.01,0.18,0.00,2.20
1914,＜鳥肉類＞　にわとり　［その他］　チキンナゲット,235.00,15.50,13.70,14.90,24.00,0.20,2.90,0.08,0.09,1.00,1.60
1915,＜鳥肉類＞　にわとり　［その他］　つくね,235.00,15.20,15.20,9.30,38.00,0.40,1.00,0.11,0.18,0.00,1.80
1916,＜鳥肉類＞　はと　肉　皮なし　生,131.00,21.80,5.10,0.30,16.00,0.20,0.30,0.32,1.89,3.00,0.20
1917,＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,98.00,22.50,1.00,0.20,9.00,0.40,0.10,0.16,0.20,3.00,0.20
1918,＜その他＞　いなご　つくだ煮,243.00,26.30,1.40,32.30,75.00,0.30,2.80,0.06,1.00,0.00,4.80
1919,＜その他＞　かえる　肉　生,92.00,22.30,0.40,0.30,0.00,0.90,0.10,0.04,0.13,0.00,0.10
1920,＜その他＞　すっぽん　肉　生,175.00,16.40,13.40,0.50,94.00,3.60,1.00,0.91,0.41,1.00,0.20
1921,＜その他＞　はち　はちの子缶詰,239.00,16.20,7.20,30.20,42.00,0.00,1.00,0.17,1.22,0.00,1.70
1922,あひる卵　ピータン,188.00,13.70,16.50,0.00,220.00,6.20,1.90,0.00,0.27,0.00,2.00
1923,うこっけい卵　全卵　生,154.00,12.00,13.00,0.40,160.00,1.00,1.30,0.10,0.32,0.00,0.40
1924,うずら卵　全卵　生,157.00,12.60,13.10,0.30,350.00,2.50,0.90,0.14,0.72,0.00,0.30
1925,うずら卵　水煮缶詰,162.00,11.00,14.10,0.60,480.00,2.60,1.60,0.03,0.33,0.00,0.50
1926,鶏卵　全卵　生,142.00,12.20,10.20,0.40,210.00,3.80,1.30,0.06,0.37,0.00,0.40
1927,鶏卵　全卵　ゆで,134.00,12.50,10.40,0.30,170.00,2.50,1.20,0.06,0.32,0.00,0.30
1928,鶏卵　全卵　ポーチドエッグ,145.00,12.30,11.70,0.20,160.00,0.90,1.00,0.06,0.40,0.00,0.30
1929,鶏卵　全卵　目玉焼き,205.00,14.80,17.60,0.30,200.00,3.90,2.10,0.07,0.41,0.00,0.50
1930,鶏卵　全卵　いり,190.00,13.30,16.70,0.30,180.00,4.70,2.40,0.07,0.42,0.00,0.40
1931,鶏卵　全卵　素揚げ,321.00,14.30,31.90,0.30,200.00,4.50,5.70,0.08,0.43,0.00,0.50
1932,鶏卵　全卵　水煮缶詰,131.00,10.80,10.60,0.00,85.00,0.70,1.10,0.02,0.31,0.00,0.80
1933,鶏卵　全卵　加糖全卵,199.00,9.80,10.60,20.70,130.00,0.60,0.90,0.06,0.38,0.00,0.30
1934,鶏卵　全卵　乾燥全卵,542.00,49.10,42.00,0.20,420.00,3.30,6.60,0.29,1.24,0.00,1.20
1935,鶏卵　卵黄　生,336.00,16.50,34.30,0.20,690.00,12.00,4.50,0.21,0.45,0.00,0.10
1936,鶏卵　卵黄　ゆで,330.00,16.10,34.10,0.20,520.00,7.10,3.60,0.16,0.43,0.00,0.10
1937,鶏卵　卵黄　加糖卵黄,327.00,12.10,23.90,20.70,400.00,2.00,3.30,0.42,0.82,0.00,0.10
1938,鶏卵　卵黄　乾燥卵黄,638.00,30.30,62.90,0.20,630.00,4.90,9.90,0.42,0.82,0.00,0.20
1939,鶏卵　卵白　生,44.00,10.10,0.00,0.50,0.00,0.00,0.00,0.00,0.35,0.00,0.50
1940,鶏卵　卵白　ゆで,46.00,10.50,0.10,0.40,0.00,0.00,0.00,0.02,0.26,0.00,0.40
1941,鶏卵　卵白　乾燥卵白,350.00,86.50,0.40,0.20,0.00,0.00,0.10,0.03,2.09,0.00,3.30
1942,鶏卵　たまご豆腐,76.00,6.50,5.30,0.90,83.00,0.60,0.60,0.04,0.17,0.00,1.00
1943,鶏卵　たまご焼　厚焼きたまご,146.00,10.50,9.20,6.50,140.00,2.10,1.10,0.06,0.27,0.00,1.20
1944,鶏卵　たまご焼　だし巻きたまご,123.00,11.00,9.20,0.50,140.00,2.20,1.10,0.06,0.28,0.00,1.20
1945,＜牛乳及び乳製品＞　（液状乳類）　生乳　ジャージー種,77.00,3.90,5.20,4.70,53.00,0.10,0.10,0.02,0.21,1.00,0.10
1946,＜牛乳及び乳製品＞　（液状乳類）　生乳　ホルスタイン種,63.00,3.20,3.70,4.70,38.00,0.00,0.10,0.04,0.15,1.00,0.10
1947,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,61.00,3.30,3.80,4.80,38.00,0.30,0.10,0.04,0.15,1.00,0.10
1948,＜牛乳及び乳製品＞　（液状乳類）　脱脂乳,31.00,3.40,0.10,4.80,0.00,0.00,0.00,0.04,0.15,2.00,0.10
1949,＜牛乳及び乳製品＞　（液状乳類）　加工乳　濃厚,70.00,3.40,4.20,5.30,35.00,0.00,0.10,0.03,0.17,0.00,0.10
1950,＜牛乳及び乳製品＞　（液状乳類）　加工乳　低脂肪,42.00,3.80,1.00,5.50,13.00,0.00,0.00,0.04,0.18,0.00,0.20
1951,＜牛乳及び乳製品＞　（液状乳類）　乳児用液体ミルク,66.00,1.50,3.60,7.10,66.00,1.10,1.90,0.08,0.11,31.00,0.00
1952,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　コーヒー,56.00,2.20,2.00,7.20,5.00,0.00,0.10,0.02,0.09,0.00,0.10
1953,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　フルーツ,46.00,1.20,0.20,9.90,0.00,0.00,0.00,0.01,0.06,0.00,0.10
1954,＜牛乳及び乳製品＞　（粉乳類）　全粉乳,490.00,25.50,26.20,39.30,180.00,0.20,0.60,0.25,1.10,5.00,1.10
1955,＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,354.00,34.00,1.00,53.30,6.00,0.00,0.00,0.30,1.60,5.00,1.40
1956,＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,510.00,12.40,26.80,55.90,560.00,9.30,5.50,0.41,0.72,53.00,0.40
1957,＜牛乳及び乳製品＞　（練乳類）　無糖練乳,135.00,6.80,7.90,11.20,50.00,0.00,0.20,0.06,0.35,0.00,0.40
1958,＜牛乳及び乳製品＞　（練乳類）　加糖練乳,314.00,7.70,8.50,56.00,120.00,0.10,0.20,0.08,0.37,2.00,0.20
1959,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,404.00,1.90,43.00,6.50,160.00,0.30,0.40,0.02,0.13,0.00,0.10
1960,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,388.00,4.40,42.10,3.00,200.00,0.30,0.40,0.01,0.07,0.00,0.40
1961,＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,353.00,1.30,39.50,3.30,9.00,0.10,4.00,0.01,0.07,0.00,0.10
1962,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,409.00,1.80,40.70,12.90,350.00,0.50,0.70,0.02,0.08,0.00,0.10
1963,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,394.00,4.00,38.40,12.90,180.00,0.20,0.40,0.01,0.06,0.00,0.30
1964,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,399.00,6.30,36.10,12.90,9.00,0.00,0.00,0.00,0.05,0.00,0.60
1965,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,205.00,5.20,18.30,5.50,150.00,0.20,0.30,0.01,0.05,0.00,0.40
1966,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,227.00,4.80,21.60,3.70,77.00,0.10,0.10,0.01,0.04,0.00,0.40
1967,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,244.00,4.30,24.80,1.80,3.00,0.00,0.00,0.00,0.03,0.00,0.40
1968,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,504.00,7.60,27.30,60.40,320.00,0.20,0.80,0.02,0.65,0.00,0.90
1969,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,542.00,2.10,36.20,56.40,0.00,0.00,1.00,0.00,0.01,0.00,1.80
1970,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,56.00,3.60,3.00,4.90,33.00,0.00,0.10,0.04,0.14,1.00,0.10
1971,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,40.00,3.70,1.00,5.20,12.00,0.00,0.00,0.04,0.19,2.00,0.10
1972,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,37.00,4.00,0.30,5.70,3.00,0.00,0.00,0.04,0.17,1.00,0.10
1973,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,65.00,4.30,0.20,11.90,0.00,0.00,0.00,0.03,0.15,0.00,0.20
1974,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,64.00,2.90,0.50,12.20,5.00,0.00,0.00,0.01,0.12,0.00,0.10
1975,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,64.00,1.10,0.10,16.40,0.00,0.00,0.00,0.01,0.05,0.00,0.00
1976,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,217.00,1.50,0.10,52.60,0.00,0.00,0.00,0.02,0.08,0.00,0.00
1977,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,39.00,0.40,0.10,10.00,1.00,0.10,0.00,0.01,0.01,5.00,0.00
1978,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,321.00,28.90,25.00,1.40,250.00,0.20,0.80,0.04,0.42,0.00,2.00
1979,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,398.00,27.30,33.60,1.60,220.00,0.10,1.30,0.02,0.48,0.00,1.30
1980,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,99.00,13.30,4.50,1.90,37.00,0.00,0.10,0.02,0.15,0.00,1.00
1981,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,291.00,19.10,24.70,0.90,240.00,0.20,0.90,0.03,0.48,0.00,2.00
1982,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,313.00,8.20,33.00,2.30,250.00,0.20,1.20,0.03,0.22,0.00,0.70
1983,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,356.00,25.80,29.00,1.40,270.00,0.00,0.80,0.03,0.33,0.00,2.00
1984,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,390.00,25.70,33.80,1.40,330.00,0.00,1.60,0.04,0.45,0.00,2.00
1985,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,445.00,44.00,30.80,1.90,240.00,0.20,0.80,0.05,0.68,0.00,3.80
1986,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,326.00,18.80,29.00,1.00,280.00,0.30,0.60,0.03,0.42,0.00,3.80
1987,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,273.00,4.40,28.20,4.30,390.00,0.20,0.60,0.03,0.17,0.00,0.10
1988,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,269.00,18.40,19.90,4.20,280.00,0.20,0.60,0.01,0.19,0.00,0.20
1989,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,280.00,20.60,21.70,2.70,290.00,0.30,0.40,0.09,0.88,0.00,1.20
1990,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,159.00,7.10,11.50,6.70,160.00,0.00,0.20,0.04,0.21,0.00,0.40
1991,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,313.00,22.70,26.00,1.30,250.00,0.00,1.10,0.03,0.38,0.00,2.80
1992,＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,284.00,15.90,25.70,0.60,190.00,0.30,1.10,0.02,0.35,0.00,2.50
1993,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,205.00,3.50,12.00,22.40,100.00,0.10,0.20,0.06,0.18,0.00,0.20
1994,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,178.00,3.90,8.00,23.20,58.00,0.10,0.20,0.06,0.20,0.00,0.30
1995,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167.00,3.40,6.40,23.90,22.00,0.10,0.10,0.03,0.14,0.00,0.20
1996,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217.00,3.10,13.60,22.20,10.00,0.00,0.60,0.03,0.15,0.00,0.20
1997,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108.00,1.80,2.00,20.60,0.00,0.00,0.20,0.02,0.12,0.00,0.10
1998,＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146.00,3.80,5.60,20.10,18.00,0.10,0.20,0.05,0.22,0.00,0.20
1999,＜牛乳及び乳製品＞　（その他）　カゼイン,358.00,86.20,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000,＜牛乳及び乳製品＞　（その他）　シャーベット,128.00,0.90,1.00,28.70,0.00,0.00,0.00,0.04,0.05,0.00,0.00
2001,＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339.00,12.50,1.20,77.00,12.00,0.00,0.00,0.22,2.35,3.00,1.80
2002,＜その他＞　人乳,61.00,1.10,3.50,7.20,46.00,0.30,0.40,0.01,0.03,5.00,0.00
2003,＜その他＞　やぎ乳,57.00,3.10,3.60,4.50,36.00,0.00,0.10,0.04,0.14,1.00,0.10
2004,（植物油脂類）　あまに油,897.00,0.00,100.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00
2005,（植物油脂類）　えごま油,897.00,0.00,100.00,0.00,2.00,0.00,2.40,0.00,0.00,0.00,0.00
2006,（植物油脂類）　オリーブ油,894.00,0.00,100.00,0.00,15.00,0.00,7.40,0.00,0.00,0.00,0.00
2007,（植物油脂類）　ごま油,890.00,0.00,100.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00
2008,（植物油脂類）　米ぬか油,880.00,0.00,100.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00
2009,（植物油脂類）　サフラワー油　ハイオレイック,892.00,0.00,100.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00
2010,（植物油脂類）　サフラワー油　ハイリノール,883.00,0.00,100.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00
2011,（植物油脂類）　大豆油,885.00,0.00,100.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
2012,（植物油脂類）　調合油,886.00,0.00,100.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00
2013,（植物油脂類）　とうもろこし油,884.00,0.00,100.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00
2014,（植物油脂類）　なたね油,887.00,0.00,100.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00
2015,（植物油脂類）　パーム油,887.00,0.00,100.00,0.00,0.00,0.00,8.60,0.00,0.00,0.00,0.00
2016,（植物油脂類）　パーム核油,893.00,0.00,100.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00
2017,（植物油脂類）　ひまわり油　ハイリノール,899.00,0.00,100.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00
2018,（植物油脂類）　ひまわり油　ミッドオレイック,892.00,0.00,100.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00
2019,（植物油脂類）　ひまわり油　ハイオレイック,899.00,0.00,100.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00
2020,（植物油脂類）　ぶどう油,882.00,0.00,100.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00
2021,（植物油脂類）　綿実油,883.00,0.00,100.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00
2022,（植物油脂類）　やし油,889.00,0.00,100.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00
2023,（植物油脂類）　落花生油,882.00,0.00,100.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00
2024,（動物油脂類）　牛脂,869.00,0.20,99.80,0.00,85.00,0.00,0.60,0.00,0.00,0.00,0.00
2025,（動物油脂類）　たらのあぶら,853.00,0.10,99.80,0.00,"37,000.00",8.70,14.00,0.00,0.00,0.00,0.00
2026,（動物油脂類）　ラード,885.00,0.00,100.00,0.00,0.00,0.20,0.30,0.00,0.00,0.00,0.00
2027,（バター類）　無発酵バター　有塩バター,700.00,0.60,81.00,0.20,520.00,0.60,1.50,0.01,0.03,0.00,1.90
2028,（バター類）　無発酵バター　食塩不使用バター,720.00,0.50,83.00,0.20,800.00,0.70,1.40,0.00,0.03,0.00,0.00
2029,（バター類）　発酵バター　有塩バター,713.00,0.60,80.00,4.40,780.00,0.70,1.30,0.00,0.02,0.00,1.30
2030,（マーガリン類）　マーガリン　家庭用　有塩,715.00,0.40,83.10,0.50,25.00,11.00,15.00,0.01,0.03,0.00,1.30
2031,（マーガリン類）　マーガリン　家庭用　無塩,715.00,0.40,83.10,0.50,25.00,11.00,15.00,0.01,0.03,0.00,0.00
2032,（マーガリン類）　マーガリン　業務用　有塩,740.00,0.30,84.30,0.10,24.00,11.00,15.00,0.01,0.03,0.00,1.30
2033,（マーガリン類）　マーガリン　業務用　無塩,740.00,0.30,84.30,0.10,24.00,11.00,15.00,0.01,0.03,0.00,0.00
2034,（マーガリン類）　ファットスプレッド,579.00,0.20,69.10,0.00,31.00,1.10,16.00,0.02,0.02,0.00,1.10
2035,（その他）　ショートニング　家庭用,889.00,0.00,99.90,0.00,0.00,0.10,9.50,0.00,0.00,0.00,0.00
2036,（その他）　ショートニング　業務用　製菓,881.00,0.00,99.90,0.00,0.00,0.10,9.50,0.00,0.00,0.00,0.00
2037,（その他）　ショートニング　業務用　フライ,886.00,0.00,99.90,0.00,0.00,0.10,9.50,0.00,0.00,0.00,0.00
2038,＜和生菓子・和半生菓子類＞　甘納豆　あずき,283.00,3.40,0.30,69.50,0.00,0.00,0.00,0.06,0.02,0.00,0.10
2039,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288.00,3.80,0.50,69.90,0.00,0.00,0.00,0.09,0.03,0.00,0.10
2040,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293.00,3.80,0.40,72.20,2.00,0.00,0.00,0.11,0.02,0.00,0.10
2041,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217.00,4.50,1.10,48.30,14.00,0.30,0.20,0.04,0.04,0.00,0.10
2042,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220.00,4.50,1.40,48.20,15.00,0.30,0.20,0.04,0.04,0.00,0.20
2043,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224.00,4.70,2.60,46.70,51.00,0.80,0.40,0.06,0.08,0.00,0.10
2044,＜和生菓子・和半生菓子類＞　ういろう　白,181.00,1.00,0.20,44.20,0.00,0.00,0.00,0.02,0.00,0.00,0.00
2045,＜和生菓子・和半生菓子類＞　ういろう　黒,174.00,1.50,0.20,42.70,0.00,0.00,0.10,0.04,0.01,0.00,0.00
2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236.00,3.50,0.40,55.80,0.00,0.00,0.00,0.01,0.01,0.00,0.10
2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237.00,2.70,0.40,56.80,0.00,0.00,0.00,0.01,0.01,0.00,0.10
2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203.00,4.00,0.40,46.70,0.00,0.00,0.00,0.03,0.02,0.00,0.10
2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204.00,3.90,0.50,46.60,0.00,0.00,0.00,0.04,0.02,0.00,0.20
2050,＜和生菓子・和半生菓子類＞　カステラ,313.00,7.10,5.00,61.80,91.00,2.30,2.30,0.05,0.18,0.00,0.20
2051,＜和生菓子・和半生菓子類＞　かのこ,260.00,4.80,0.40,60.40,0.00,0.00,0.00,0.03,0.02,0.00,0.10
2052,＜和生菓子・和半生菓子類＞　かるかん,226.00,2.10,0.30,54.80,0.00,0.00,0.10,0.05,0.01,1.00,0.00
2053,＜和生菓子・和半生菓子類＞　きび団子,298.00,1.60,0.20,73.70,0.00,0.00,0.00,0.01,0.00,0.00,0.00
2054,＜和生菓子・和半生菓子類＞　ぎゅうひ,253.00,1.30,0.20,62.40,0.00,0.00,0.00,0.01,0.00,0.00,0.00
2055,＜和生菓子・和半生菓子類＞　きりざんしょ,245.00,2.10,0.30,59.30,0.00,0.00,0.10,0.03,0.01,0.00,0.20
2056,＜和生菓子・和半生菓子類＞　きんぎょく糖,282.00,0.00,0.00,71.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2057,＜和生菓子・和半生菓子類＞　きんつば,260.00,6.00,0.70,58.60,0.00,0.00,0.10,0.03,0.03,0.00,0.30
2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224.00,4.20,0.40,52.10,13.00,0.00,0.10,0.03,0.02,0.00,0.00
2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227.00,4.80,0.70,51.10,18.00,0.00,0.20,0.04,0.02,0.00,0.10
2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198.00,3.80,0.40,45.40,0.00,0.00,0.10,0.04,0.02,0.00,0.10
2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199.00,3.80,0.50,45.40,0.00,0.00,0.10,0.04,0.01,0.00,0.10
2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし,194.00,3.20,0.40,44.90,0.00,0.00,0.10,0.04,0.02,0.00,0.60
2063,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93.00,0.10,0.10,22.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2064,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94.00,0.10,0.10,22.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2065,＜和生菓子・和半生菓子類＞　げっぺい,348.00,4.70,8.50,65.50,0.00,0.00,0.60,0.05,0.03,0.00,0.00
2066,＜和生菓子・和半生菓子類＞　五平もち,178.00,3.00,0.50,40.90,0.00,0.00,0.00,0.02,0.02,0.00,0.60
2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196.00,3.50,0.30,46.00,0.00,0.00,0.00,0.01,0.01,0.00,0.10
2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197.00,3.00,0.30,46.50,0.00,0.00,0.00,0.01,0.01,0.00,0.10
2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235.00,4.50,0.40,54.20,0.00,0.00,0.00,0.02,0.02,0.00,0.10
2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237.00,4.20,0.60,54.40,0.00,0.00,0.10,0.04,0.02,0.00,0.10
2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227.00,4.00,0.50,54.60,34.00,0.00,0.30,0.06,0.02,0.00,0.00
2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228.00,4.70,0.60,53.80,33.00,0.00,0.30,0.05,0.02,0.00,0.10
2073,＜和生菓子・和半生菓子類＞　ずんだあん,190.00,6.30,3.40,36.60,13.00,0.00,0.30,0.13,0.07,8.00,0.20
2074,＜和生菓子・和半生菓子類＞　ずんだもち,212.00,4.90,1.70,45.10,5.00,0.00,0.20,0.07,0.03,3.00,0.10
2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223.00,4.60,0.50,53.20,0.00,0.00,0.00,0.02,0.01,0.00,0.10
